DATE;f1;f2;f3;f4;f5
31.12.1968;6.48980800000000;6.10409560000000;5.57867800000000;5.32032160000000;6.91195330000000
31.01.1969;6.09160050000000;6.18680790000000;5.68903440000000;5.30523160000000;6.99959910000000
28.02.1969;6.65938770000000;5.92830590000000;6.48805330000000;5.59485830000000;6.75477330000000
31.03.1969;6.26398680000000;5.72820420000000;6.45124680000000;6.00838980000000;6.90176390000000
30.04.1969;6.18156700000000;5.96829740000000;6.19284180000000;5.67871860000000;6.96253520000001
31.05.1969;6.46796540000000;6.45877360000000;6.61817580000000;5.95519120000000;7.15108200000000
30.06.1969;7.36808390000000;6.64258450000000;7.06648560000000;6.11734640000000;7.06110060000000
31.07.1969;7.35392070000000;7.15600870000000;6.84711860000000;6.03399120000000;6.50823430000000
31.08.1969;7.54592940000000;7.03061880000000;7.00342560000000;6.50115780000000;6.70923740000000
30.09.1969;7.80744440000000;7.81876360000000;7.69508760000000;8.01177360000000;7.99306330000000
31.10.1969;7.37586980000000;7.06429880000000;7.18444670000000;7.28899910000000;6.69097410000000
30.11.1969;7.89366010000000;7.02175490000000;7.62759510000000;7.32905190000000;7.23228700000000
31.12.1969;8.03149300000000;8.20173480000000;8.23465340000000;8.29095880000000;7.10868950000000
31.01.1970;8.01140390000000;7.96444710000000;8.19672580000000;8.15153760000000;8.01319860000000
28.02.1970;6.96455390000000;7.07338670000000;7.31933030000000;7.25351310000000;7.10064300000000
31.03.1970;6.75245320000000;7.07213840000000;6.93350970000000;7.75938830000000;6.73509640000000
30.04.1970;7.57809940000000;7.59292720000000;8.11876450000000;7.94657490000000;7.47000550000000
31.05.1970;7.44017390000000;8.05597150000000;7.32147060000000;7.87561600000000;7.33434000000001
30.06.1970;7.18891240000000;7.72155020000000;7.80092430000000;7.79805190000000;7.19969920000001
31.07.1970;6.81233320000000;7.56913900000000;7.57792960000000;7.98303980000000;6.91564890000000
31.08.1970;6.75334000000000;7.27566200000000;7.54973160000000;7.87267080000000;6.81821610000000
30.09.1970;6.56677880000000;6.54530880000000;7.38427480000000;7.41576840000000;7.33562120000000
31.10.1970;6.22290400000000;6.79546760000000;7.10077890000000;7.29106390000000;6.97133760000000
30.11.1970;5.15276580000000;5.46244440000000;6.30002460000000;6.38138160000000;6.22821060000000
31.12.1970;5.06171680000000;5.73460280000000;6.51380580000000;5.94706380000000;6.34935880000000
31.01.1971;4.30919000000000;4.96830440000000;6.43409510000000;6.70235290000000;5.85836810000000
28.02.1971;3.74673410000000;4.80847530000000;5.95651990000000;6.10301030000000;5.90108390000000
31.03.1971;3.75842270000000;4.53747830000000;5.25489140000000;5.72197960000000;5.62637900000000
30.04.1971;4.68323290000000;5.75963570000000;6.68917470000000;6.06793750000000;6.68810770000000
31.05.1971;4.94893850000000;5.86818330000000;6.73937650000000;5.79929130000000;7.68968890000000
30.06.1971;6.05774050000000;6.48166510000000;7.49185900000000;6.41502220000000;7.50552320000000
31.07.1971;6.01592260000000;6.28286440000000;7.92684460000000;7.10797800000000;7.17943190000000
31.08.1971;5.21470630000000;5.68748970000000;6.23370860000000;6.01511900000001;6.98114890000000
30.09.1971;5.20826040000000;5.61631360000000;6.14655170000000;5.78450990000000;8.29129640000000
31.10.1971;4.51180140000000;5.41231240000000;5.70804140000000;5.85217480000000;7.87344800000000
30.11.1971;4.76343920000000;5.36762520000000;5.70644020000000;6.14795660000000;7.44291980000000
31.12.1971;4.33594260000000;5.32807460000000;5.55860200000000;5.59595440000000;6.78299290000000
31.01.1972;4.16508650000000;5.45043630000000;6.29342380000000;6.01273260000000;6.79134980000000
29.02.1972;4.28241540000000;5.26061380000000;6.19505990000000;6.02494890000000;6.56999400000000
31.03.1972;4.93755890000000;6.11971810000000;6.27897750000000;6.11610630000000;6.55460520000000
30.04.1972;4.50727090000000;5.70690830000000;6.70293000000000;5.60060440000000;6.48108690000000
31.05.1972;4.55267190000000;5.33137130000000;6.23341360000000;6.13174400000000;6.32812620000000
30.06.1972;5.10538040000000;5.76163940000000;6.23273330000000;6.31825570000001;6.13196920000000
31.07.1972;4.72570480000000;5.77019560000000;6.50459410000000;6.45778910000000;6.00936240000000
31.08.1972;5.35463790000000;5.90644090000000;6.40628060000000;6.80181100000000;5.94032860000000
30.09.1972;5.64906840000000;5.92305480000000;6.20956770000000;6.25787230000000;6.22939130000000
31.10.1972;5.49934890000000;5.86885570000000;6.42723140000000;6.54895840000000;6.12054410000000
30.11.1972;5.36871960000000;5.91308400000000;6.14501670000000;6.63137450000000;5.98208570000000
31.12.1972;5.52526500000000;6.35844340000000;6.09044000000000;6.29649600000000;6.57899410000000
31.01.1973;6.07906640000000;6.35267720000000;6.39920720000000;6.67269320000000;6.00469100000001
28.02.1973;6.40128810000000;6.63445770000000;6.71014800000000;6.71151820000000;6.51055200000000
31.03.1973;6.92933730000000;6.67092890000000;6.49938520000000;6.44514220000000;6.71769290000000
30.04.1973;6.64453430000000;6.61983030000000;6.64543270000000;6.30452870000000;6.65710000000000
31.05.1973;7.02575820000000;6.42405140000000;6.41346070000000;6.32292090000000;6.82014180000000
30.06.1973;7.66043990000000;6.25218310000000;6.73188150000000;6.21607750000000;6.75691100000000
31.07.1973;8.57462410000000;7.34588090000000;7.47792000000000;7.95606260000000;6.88381490000000
31.08.1973;8.36689390000000;6.94113190000000;6.44455390000000;6.77355470000000;6.74884960000001
30.09.1973;7.68396200000000;5.84772700000000;6.29789010000000;6.52930570000000;6.36544270000000
31.10.1973;7.12216990000000;6.29854990000000;6.51380920000000;6.76841620000000;6.47277830000000
30.11.1973;7.41466500000000;6.13962840000000;6.27398130000000;6.57865730000000;6.63578650000000
31.12.1973;7.12328230000000;6.35531130000000;6.43673510000000;6.73126250000001;6.78085929999999
31.01.1974;6.88573540000000;6.44891720000000;6.81070470000000;6.86326350000000;6.71553270000000
28.02.1974;7.02059010000000;6.36953010000000;6.65679480000000;7.15944860000000;6.84978240000001
31.03.1974;8.12337190000000;7.25507590000000;7.40619220000000;7.23578280000000;7.06540320000000
30.04.1974;8.67315470000000;7.56922350000000;7.62740830000000;8.19818230000000;7.63970720000000
31.05.1974;8.46582770000000;7.51195870000000;7.84002780000000;7.61025300000000;7.24074680000001
30.06.1974;8.60928710000000;7.70340290000000;8.13859940000000;7.56282180000000;8.42509379999999
31.07.1974;8.66176090000000;8.09794930000000;8.23379680000000;7.99275460000000;8.00612990000001
31.08.1974;9.67231640000000;7.51673040000000;8.12988130000000;8.03242310000000;8.58937279999999
30.09.1974;7.89077620000000;7.99438060000000;7.59774910000000;8.02537610000000;7.71373700000000
31.10.1974;7.64234760000000;7.78312620000000;7.75772880000000;7.89246580000000;7.80724459999999
30.11.1974;7.50629620000000;6.90332400000000;7.54711280000000;7.36518540000000;7.63634960000000
31.12.1974;6.87432580000000;7.29156280000000;7.29246970000000;7.17932810000000;6.84436610000000
31.01.1975;6.08907990000000;7.21396670000000;7.24052320000000;7.64232500000000;7.61552120000000
28.02.1975;5.87264840000000;6.54915580000000;7.26743400000000;7.52117060000000;7.45310770000000
31.03.1975;6.20706730000000;7.17304950000000;7.51871150000000;7.99741050000000;7.60802820000000
30.04.1975;6.67766570000000;8.28329530000000;8.05350090000000;8.44357810000000;7.84208100000000
31.05.1975;6.01521570000000;7.63366670000000;8.37383890000000;7.10161110000000;7.95001260000000
30.06.1975;6.70591130000000;7.54819250000000;8.19889730000000;7.15775250000000;8.36422540000000
31.07.1975;7.17609730000000;7.93697650000000;8.34409420000000;7.31204000000000;8.43800550000000
31.08.1975;7.35511540000000;7.65606820000000;8.29683520000000;8.15914000000000;8.42220570000000
30.09.1975;7.55167770000000;8.33527250000000;8.11377370000000;8.23681850000001;8.36781910000000
31.10.1975;6.18010040000000;7.68490580000000;7.47321950000000;7.87280910000000;8.53355270000000
30.11.1975;6.45311380000000;7.83607920000000;7.50964700000000;7.62209840000000;9.16148260000000
31.12.1975;5.98998760000000;7.22321860000000;7.84998760000000;7.41340540000000;8.32956030000000
31.01.1976;5.52556610000000;7.12311950000000;8.63260940000000;7.26011820000000;8.38068230000001
29.02.1976;6.01655190000000;7.30231110000000;7.77673170000000;7.62550930000000;7.81680400000001
31.03.1976;5.99314750000000;7.49972770000000;7.29320680000000;8.05236680000000;7.27563469999999
30.04.1976;5.98789330000000;7.26578090000000;7.36127280000000;7.50087420000000;7.98350030000000
31.05.1976;6.63381750000000;7.44516750000000;8.11252740000000;7.94242200000000;7.98819160000000
30.06.1976;6.34525010000000;7.41794090000000;7.55361260000000;8.39620720000000;7.62764720000000
31.07.1976;6.02387210000000;7.29322970000000;7.39305380000000;8.04232720000000;7.98975170000000
31.08.1976;5.82118280000000;7.02270720000000;7.24988290000000;7.84636750000000;8.43634610000000
30.09.1976;5.72125890000000;6.69361550000000;7.30269070000000;7.57486650000000;8.03476290000000
31.10.1976;5.41973360000000;6.49116040000000;6.79333050000000;7.45196550000000;7.88956550000000
30.11.1976;4.91466330000000;5.82729910000000;6.07070150000000;6.76753730000000;6.94789130000000
31.12.1976;4.76680340000000;5.88114520000000;6.39592770000000;6.59261890000000;6.93629430000000
31.01.1977;5.58634310000000;6.56865550000000;7.29807300000000;7.59061240000000;6.96832450000001
28.02.1977;5.45857120000000;6.54014720000000;7.24335900000000;7.81274860000000;7.99182400000000
31.03.1977;5.35187060000000;6.52165420000000;7.19488650000000;8.00901150000000;7.11696470000000
30.04.1977;5.42501650000000;6.57698070000000;6.94124360000000;8.02549760000000;7.68114210000001
31.05.1977;5.71202930000000;6.49082850000000;6.81156430000000;7.60730870000000;7.44039270000000
30.06.1977;5.61296370000000;6.27746710000000;6.64562750000000;7.73537530000000;6.81597590000000
31.07.1977;6.11561090000000;6.62315430000000;6.82140130000000;7.69795230000000;7.29174570000000
31.08.1977;6.23554430000000;6.55758190000000;7.07552040000000;7.19610500000000;7.15408140000000
30.09.1977;6.47383360000000;6.92954720000000;6.98252460000000;7.56491780000000;7.03246180000000
31.10.1977;6.78137320000000;7.22617040000000;7.38129510000000;7.60914530000000;7.42772500000000
30.11.1977;6.62507140000000;7.22783740000000;7.30515910000000;7.35267370000000;7.54695890000000
31.12.1977;6.83275170000000;7.32599090000000;7.35569230000000;8.25988390000000;7.50565670000000
31.01.1978;7.06919610000000;7.50811710000000;7.66440210000000;8.06579870000000;7.66143800000000
28.02.1978;7.13427130000000;7.62396350000000;7.88427900000000;8.01923060000000;7.98328210000000
31.03.1978;7.15940860000000;7.96443520000000;7.82195020000000;8.45659760000000;7.49439889999999
30.04.1978;7.34855290000000;7.89761990000000;8.03157390000000;8.18489289999999;7.70588740000001
31.05.1978;7.76632810000000;8.01598650000000;8.16566000000000;8.14363700000000;9.23836840000001
30.06.1978;8.19661800000000;8.42118700000000;8.31963140000000;8.71665560000000;8.40817000000000
31.07.1978;8.05128570000000;8.36723070000000;8.35373190000000;8.20121970000000;8.58087900000000
31.08.1978;8.25273530000000;8.16150610000000;8.08214850000001;8.21139050000000;8.39462510000000
30.09.1978;8.54457670000000;8.32759210000000;7.87810750000000;8.82344610000000;7.88466410000000
31.10.1978;9.50444060000000;8.80259660000000;8.90023070000000;8.95224330000000;7.45855230000001
30.11.1978;9.74312370000000;8.85195250000000;8.06611070000000;8.12126469999999;7.90538590000001
31.12.1978;10.1588000000000;9.13711580000000;8.82662930000000;8.29908450000000;8.69223990000000
31.01.1979;9.77925020000000;8.96252600000000;8.04606590000000;8.04303430000000;8.69185710000000
28.02.1979;9.93324110000000;9.23564950000000;7.95568950000000;9.00309910000001;9.06999280000000
31.03.1979;9.61422930000000;9.27660650000000;8.24653840000000;9.17343180000000;8.30294400000000
30.04.1979;9.78980010000000;9.35057070000000;8.41001760000000;9.01088120000000;8.28356839999999
31.05.1979;9.62713310000000;8.73055370000000;8.10329330000000;8.79162350000000;8.17606940000000
30.06.1979;9.13267170000000;8.16973770000000;8.29868700000000;8.39010840000001;7.76529520000000
31.07.1979;9.44319870000000;8.60282490000000;8.35509810000000;8.42489990000000;8.14494540000000
31.08.1979;10.0692080000000;8.88496600000000;8.73070380000000;8.49270740000000;8.12764080000000
30.09.1979;10.6035400000000;8.97455180000000;8.94042330000000;8.36417250000000;8.62603589999999
31.10.1979;12.4527300000000;10.7530800000000;10.4986470000000;9.52505100000001;9.58302699999999
30.11.1979;11.1898040000000;10.2990160000000;8.99139600000001;9.38159600000000;9.77027950000000
31.12.1979;11.1861830000000;10.4552670000000;8.89963300000000;9.65692900000000;9.64666900000000
31.01.1980;11.6355560000000;10.6393860000000;10.0899550000000;10.4318750000000;10.2102280000000
29.02.1980;14.3963940000000;13.8457100000000;11.1667540000000;11.3816260000000;10.3210460000000
31.03.1980;14.8802880000000;13.0526500000000;11.1173000000000;10.2238340000000;12.5567780000000
30.04.1980;10.3766230000000;9.98583900000000;10.1784110000000;9.65273100000000;10.5629360000000
31.05.1980;8.51569180000000;9.01120440000000;9.71078150000000;9.89259190000000;10.0189029000000
30.06.1980;8.21649150000000;9.18827850000000;9.70924380000000;9.19223260000000;10.4880031000000
31.07.1980;8.90484190000000;9.73229270000000;10.7374752000000;9.57220860000000;10.3069101000000
31.08.1980;10.9982720000000;11.2895580000000;11.4037270000000;11.0305830000000;11.7559500000000
30.09.1980;11.6320260000000;11.6927480000000;11.4113080000000;11.0949660000000;11.8231170000000
31.10.1980;12.9409470000000;12.0618110000000;11.7109420000000;13.2653400000000;10.9195700000000
30.11.1980;14.1830910000000;12.0933970000000;11.9815430000000;12.6208490000000;11.2233450000000
31.12.1980;12.8083260000000;11.6040900000000;11.5228230000000;12.0116650000000;12.7705460000000
31.01.1981;13.4336430000000;11.6695230000000;11.6610270000000;12.4853950000000;12.3575620000000
28.02.1981;14.0285210000000;12.3176070000000;13.2765490000000;12.5813830000000;12.8086500000000
31.03.1981;12.6077860000000;12.4065360000000;13.6808810000000;13.5927050000000;11.3142720000000
30.04.1981;14.5151390000000;13.4346570000000;13.9328740000000;13.6587740000000;12.9803960000000
31.05.1981;14.4206720000000;13.1814020000000;13.0989050000000;12.7824570000000;11.3358940000000
30.06.1981;13.9079720000000;13.7867420000000;13.0189910000000;12.9240350000000;12.1750200000000
31.07.1981;15.3416560000000;14.3213040000000;15.1122770000000;12.4608390000000;12.5170240000000
31.08.1981;15.8140390000000;15.4668010000000;15.0518020000000;13.6815140000000;13.9345540000000
30.09.1981;15.3651590000000;15.8214090000000;15.4442680000000;15.7951520000000;13.9986120000000
31.10.1981;13.7892580000000;14.5003880000000;13.8964050000000;14.9706170000000;14.1572370000000
30.11.1981;11.5400360000000;11.4538160000000;14.5403630000000;11.6980570000000;11.5994880000000
31.12.1981;12.8352310000000;13.6214530000000;13.9996000000000;14.2440640000000;13.1635870000000
31.01.1982;13.5599200000000;13.3358420000000;14.2662750000000;13.9927390000000;13.0296390000000
28.02.1982;13.7497050000000;13.6627890000000;14.3674980000000;12.5339520000000;12.7061210000000
31.03.1982;13.6573830000000;13.6749830000000;14.3456140000000;13.3220520000000;12.1241080000000
30.04.1982;13.3651470000000;13.5321950000000;13.3620010000000;12.9059330000000;11.6393290000000
31.05.1982;12.6662140000000;13.3187980000000;13.8338860000000;12.5924460000000;12.0594460000000
30.06.1982;13.9659030000000;14.0706650000000;14.6466730000000;12.6559950000000;14.9844040000000
31.07.1982;12.5386710000000;13.0754130000000;13.4503260000000;13.4243860000000;12.2426890000000
31.08.1982;11.2310190000000;12.0873810000000;12.8295390000000;11.3287730000000;12.7589030000000
30.09.1982;10.2013450000000;11.7594570000000;11.6534120000000;10.9865540000000;12.4177570000000
31.10.1982;9.34928490000000;10.5339665000000;11.7561016000000;9.48771500000000;12.6124770000000
30.11.1982;9.21018490000000;10.5082877000000;10.4050164000000;12.2824630000000;10.0462780000000
31.12.1982;8.50938890000000;10.1947525000000;10.8131394000000;8.11577040000000;14.3052138000000
31.01.1983;8.71335010000000;10.1569567000000;11.2449202000000;9.42656100000000;12.9220020000000
28.02.1983;8.45658700000000;9.71790300000000;10.6914365000000;9.28516310000000;12.2169154000000
31.03.1983;9.14633720000000;10.2701828000000;10.6298270000000;10.5373570000000;11.8909060000000
30.04.1983;8.62767130000000;9.80708230000000;10.0206592000000;10.4704776000000;11.2511946000000
31.05.1983;9.25406260000000;10.2930454000000;10.6395070000000;11.2375530000000;11.4146520000000
30.06.1983;9.42607820000000;10.8062918000000;11.0030480000000;11.2141100000000;11.2984020000000
31.07.1983;10.2149150000000;11.2079570000000;11.4892910000000;12.6442330000000;12.1199640000000
31.08.1983;10.3206950000000;11.2653090000000;11.7671380000000;12.5399060000000;12.9129320000000
30.09.1983;9.68472720000000;10.9077508000000;11.4076160000000;11.3573740000000;13.1026770000000
31.10.1983;9.53078990000000;11.0792161000000;11.7099210000000;11.2852010000000;12.2071320000000
30.11.1983;9.67852740000000;10.9523666000000;11.3968330000000;11.7789410000000;11.6130870000000
31.12.1983;9.80387160000000;11.2759204000000;11.1698750000000;12.4585370000000;12.0679760000000
31.01.1984;9.52942040000000;11.1489436000000;11.1493650000000;11.9401310000000;12.3293050000000
29.02.1984;9.91943490000000;11.5003451000000;11.6176990000000;12.2873050000000;12.6210610000000
31.03.1984;10.6483470000000;11.8904610000000;12.1151070000000;12.8801970000000;12.8345580000000
30.04.1984;10.7079750000000;12.2597670000000;12.3805980000000;12.9102480000000;12.7798520000000
31.05.1984;11.8929530000000;13.2287310000000;13.6779880000000;13.6936840000000;14.9982840000000
30.06.1984;11.9200880000000;13.6258620000000;13.7714140000000;13.5581320000000;14.0548890000000
31.07.1984;11.5585360000000;12.7592420000000;12.6229320000000;12.7116180000000;13.1019620000000
31.08.1984;11.7559420000000;12.3874140000000;12.6288830000000;12.8236810000000;12.6593950000000
30.09.1984;11.0535810000000;12.4137870000000;12.2715510000000;12.7063130000000;12.3230180000000
31.10.1984;10.1179190000000;11.5307470000000;11.1865110000000;12.0845990000000;11.4088140000000
30.11.1984;9.48119000000000;10.7215820000000;11.5715240000000;12.2051920000000;10.7997220000000
31.12.1984;9.02187710000000;10.5142515000000;11.6214154000000;12.2497240000000;11.4067220000000
31.01.1985;8.83517450000000;10.5526457000000;10.9176008000000;11.9124470000000;10.8486370000000
28.02.1985;9.67798700000000;11.0793830000000;11.5321640000000;12.8065580000000;11.5279830000000
31.03.1985;9.49511050000000;10.8816315000000;11.5408430000000;12.5560070000000;11.1925580000000
30.04.1985;8.92428210000000;10.6874303000000;11.0500936000000;11.9647500000000;11.2315440000000
31.05.1985;8.06467050000000;9.50593130000000;10.0277512000000;11.3288986000000;9.65647790000000
30.06.1985;7.66079010000000;9.49811490000000;10.5429303000000;10.6682779000000;10.1485238000000
31.07.1985;8.15550450000000;9.75008850000000;10.5111528000000;11.6268462000000;9.79675600000000
31.08.1985;8.04529390000000;9.63728430000000;10.0272368000000;11.2306770000000;9.83787850000000
30.09.1985;8.02147530000000;9.38334930000000;10.1242266000000;11.1168964000000;10.4070774000000
31.10.1985;7.86603150000000;9.07491110000000;9.76962010000000;10.5665945000000;10.7035118000000
30.11.1985;7.77943230000000;8.60464570000000;9.40813610000000;10.2073603000000;10.5694901000000
31.12.1985;7.48242580000000;8.27902200000000;8.74028360000000;9.25758740000000;9.86419720000001
31.01.1986;7.59445660000000;8.12732040000000;8.94620000000000;9.20487860000000;9.36932490000000
28.02.1986;7.38913610000000;7.91960950000000;8.06949090000000;8.16796430000000;8.63236320000000
31.03.1986;6.79131800000000;6.98039400000000;7.49537290000000;7.89361670000000;7.81595190000000
30.04.1986;6.49807360000000;7.21926600000000;7.68651140000000;7.27071420000000;8.35678380000000
31.05.1986;6.83881840000000;7.78175160000000;8.46046340000000;8.36615300000000;9.09667310000000
30.06.1986;6.41962700000000;7.32774240000000;7.61974390000000;8.26560310000000;7.95980710000000
31.07.1986;6.19785910000000;6.99221850000000;7.95587510000000;7.54850490000000;8.25899340000000
31.08.1986;5.46817700000000;6.40540380000000;7.12901170000000;7.18192390000001;8.09590910000000
30.09.1986;5.82282810000000;6.95471550000000;7.40381730000000;8.34411190000000;7.84302120000000
31.10.1986;5.66465290000000;6.63632770000000;7.27770190000000;7.56861510000000;8.13353240000000
30.11.1986;5.75920850000000;6.47908270000000;6.91785030000000;7.35324810000000;7.55918390000000
31.12.1986;6.05902270000000;6.67702630000000;6.78965110000000;7.65295230000000;7.80980510000001
31.01.1987;5.91122100000000;6.49617700000000;6.95237150000000;7.29830570000000;7.28114930000000
28.02.1987;5.97218450000000;6.59755350000000;6.90095020000000;7.12153620000000;7.46181460000000
31.03.1987;6.20099520000000;6.77946300000000;7.13643390000000;7.62361150000000;8.08764740000001
30.04.1987;6.87992140000000;7.63696980000000;8.21996570000000;8.31619350000000;8.46363310000000
31.05.1987;7.07355120000000;8.15466520000000;8.45765960000000;8.35941880000000;8.97022670000000
30.06.1987;6.84279120000000;7.89027500000000;8.18785570000000;8.70246290000000;8.55890570000001
31.07.1987;6.97400810000000;7.85540330000000;8.69466200000000;8.43059140000000;8.93677869999999
31.08.1987;7.22440680000000;8.39213580000000;8.86430910000000;8.68835590000000;9.09471989999999
30.09.1987;7.90376630000000;9.03373070000000;9.38737460000000;9.75957680000000;9.50170610000001
31.10.1987;6.67649300000000;8.60868340000000;8.82005460000000;9.21907300000000;8.84533600000000
30.11.1987;6.88637950000000;8.47397030000000;8.65636200000000;9.10928980000000;9.39213440000000
31.12.1987;7.29773770000000;8.03956310000000;8.34317670000000;9.19307809999999;8.72408040000000
31.01.1988;6.70318850000000;7.59330090000000;7.84419010000000;8.20269010000000;8.06547940000001
29.02.1988;6.60882290000000;7.43272490000000;7.72785170000000;7.90837290000000;8.09389060000000
31.03.1988;6.84973620000000;7.70175860000000;8.10865840000000;8.78453920000000;8.32759510000000
30.04.1988;7.09636520000000;7.96270000000000;8.60131080000000;8.86425560000000;8.83827540000000
31.05.1988;7.66481540000000;8.35639460000000;8.79967400000000;9.28713040000000;9.17213560000001
30.06.1988;7.50896290000000;8.22881510000000;8.37626400000000;8.78662360000000;8.67890090000000
31.07.1988;7.89310200000000;8.62854860000000;8.64019060000000;8.55381160000000;9.25492019999999
31.08.1988;8.25093400000000;8.84231740000000;8.70394780000000;8.73748240000000;9.44714340000000
30.09.1988;7.99233400000000;8.57893120000000;8.53048000000000;8.64199919999999;8.74929560000001
