DATE;1YEAR;2YEAR;5YEAR;10YEAR
31.01.1964;0.182672100000000;0.434548700000001;0.416700299999999;0.532449500000004
29.02.1964;-0.147380299999999;0.103961399999998;0.133872400000002;0.195236100000003
31.03.1964;0.103640300000000;0.419504100000001;0.593076899999998;0.406504100000003
30.04.1964;0.0782891999999991;0.314873099999997;0.424877899999999;0.478667300000000
31.05.1964;-0.0468628000000009;0.0277867000000005;0.168259300000001;-0.0292160000000012
30.06.1964;-0.196758600000000;0.0481237999999999;0.107297500000000;0.00521730000000442
31.07.1964;-0.223522000000000;-0.0435851999999994;0.0863672999999978;-0.0881882000000025
31.08.1964;-0.485292199999999;-0.241531699999999;-0.246213699999998;-0.328839000000002
30.09.1964;-0.581480699999999;-0.573675600000001;-0.710229599999997;-1.02332720000000
31.10.1964;-0.536014599999998;-0.499445400000000;-0.762534100000000;-1.26212130000000
30.11.1964;-0.512615000000000;-0.517232900000000;-1.09254740000000;-1.60747770000000
31.12.1964;-1.07346590000000;-1.74482290000000;-2.72786880000000;-3.19665440000000
31.01.1965;-1.14295810000000;-1.90769720000000;-2.88157570000000;-2.93009450000000
28.02.1965;-1.11615930000000;-2.01106370000000;-3.02498450000000;-3.30437500000000
31.03.1965;-0.936443300000001;-1.52255160000000;-2.31011550000000;-2.57629140000000
30.04.1965;-1.04308920000000;-1.64395370000000;-2.54971120000000;-2.76597450000000
31.05.1965;-1.03807380000000;-1.97958710000000;-2.91820620000000;-3.40428830000000
30.06.1965;-1.22516270000000;-2.13251290000000;-3.25162460000000;-3.95816150000000
31.07.1965;-1.14134050000000;-2.14026930000000;-3.07706270000000;-4.20244950000001
31.08.1965;-1.93987000000000;-3.42668850000000;-4.82774840000000;-6.61528930000000
30.09.1965;-0.744698299999999;-2.27953050000000;-3.38420530000000;-4.32381620000000
31.10.1965;-1.53364600000000;-2.07277610000000;-2.68387080000000;-3.59278630000000
30.11.1965;-1.21373880000000;-1.86522980000000;-2.62946540000000;-3.61494650000000
31.12.1965;-0.288447799999999;0.196861299999997;-0.0151245999999956;0.0183486000000004
31.01.1966;0.119636000000001;0.795577999999998;1.00058610000000;0.682849899999996
28.02.1966;0.165216799999999;0.587493799999999;0.812460099999999;-0.364985700000002
31.03.1966;0.471937700000001;1.11989200000000;1.56604540000000;1.03606160000000
30.04.1966;0.652876500000000;0.909366400000000;0.860141100000002;0.417244000000002
31.05.1966;1.03086320000000;1.71476940000000;1.41303510000000;1.02203170000000
30.06.1966;-0.00556009999999940;0.864919500000000;0.195283600000001;-0.768904900000002
31.07.1966;0.0560594999999990;0.653230599999999;0.808666500000003;0.761090500000002
31.08.1966;0.496287799999999;1.06972960000000;1.63342040000000;1.12685990000000
30.09.1966;0.488979400000001;0.938289800000001;0.475807300000001;-0.375426600000000
31.10.1966;-0.633447600000000;-1.11299720000000;-1.44915240000000;-2.20580630000000
30.11.1966;-0.546772200000000;-0.0328491999999994;-1.01131690000000;-1.72578860000000
31.12.1966;-1.35134240000000;-1.79268700000000;-3.20074850000000;-4.35336140000000
31.01.1967;-1.08340030000000;-1.46389170000000;-2.32940640000000;-3.62491660000000
28.02.1967;-0.912780199999999;-1.22981690000000;-2.54646370000000;-3.28035830000000
31.03.1967;-1.56304640000000;-2.44291930000000;-3.86805670000000;-5.17482480000000
30.04.1967;-0.993208100000000;-1.76111560000000;-3.14479730000000;-4.35855520000000
31.05.1967;-1.78634640000000;-1.59737730000000;-2.91944480000000;-3.79346080000000
30.06.1967;-1.27440400000000;-0.967142300000001;-1.03138090000000;-0.962202199999998
31.07.1967;-0.720581900000000;-0.377428800000001;-0.498563099999999;-0.488004399999999
31.08.1967;-0.219942600000000;0.124784400000001;0.123823700000001;0.240939899999999
30.09.1967;-0.377882400000001;0.0819060999999994;0.219397600000001;0.187378200000003
31.10.1967;-0.00397160000000074;0.189583399999997;0.740499600000001;1.42253950000000
30.11.1967;-0.844825500000000;-0.155896700000000;0.307873000000001;0.745873699999997
31.12.1967;-0.996917399999999;-1.40250130000000;-1.33012240000000;-1.45964430000000
31.01.1968;-1.00234890000000;-1.51518030000000;-1.65629880000000;-1.75779850000000
29.02.1968;-1.42610240000000;-1.35189350000000;-2.55161060000000;-3.25560690000000
31.03.1968;-0.938933300000001;-0.625520300000000;-1.26401150000000;-2.43664360000000
30.04.1968;-0.585259700000001;-0.228657799999999;-0.495841300000002;-1.24078990000000
31.05.1968;-1.33261840000000;-1.64903300000000;-2.34885180000000;-3.36963700000000
30.06.1968;-1.93275280000000;-2.96497790000000;-4.51646730000000;-5.93525420000000
31.07.1968;-2.59938750000000;-4.59179760000000;-6.23539820000000;-7.30824080000000
31.08.1968;-2.57618360000000;-4.51301830000000;-6.41131040000000;-7.52270000000000
30.09.1968;-2.71421280000000;-5.34786820000000;-8.08436480000001;-10.6894267000000
31.10.1968;-2.11208430000000;-4.21972820000000;-6.36274940000000;-7.95427360000000
30.11.1968;-2.38920180000000;-4.41135330000000;-6.69076600000000;-8.05702780000000
31.12.1968;-1.92739740000000;-4.55045420000000;-7.46478600000000;-8.84379150000000
31.01.1969;-1.82459600000000;-4.10000870000000;-6.99150290000000;-8.14344140000000
28.02.1969;-1.03624800000000;-1.62158140000000;-3.34605340000000;-3.84479320000000
31.03.1969;-1.02424900000000;-1.64514060000000;-2.57026050000000;-3.42788490000000
30.04.1969;-1.60980200000000;-3.00988740000000;-5.44993330000000;-6.43397300000000
31.05.1969;-0.981400299999999;-2.41919600000000;-3.78547540000000;-4.51000940000000
30.06.1969;-0.546327900000000;-1.20139250000000;-2.88497040000000;-3.62192170000000
31.07.1969;0.343675500000000;-0.378344900000002;-1.92228330000000;-3.39708880000000
31.08.1969;0.277278800000000;0.00504240000000333;-1.04353140000000;-2.20696480000000
30.09.1969;1.25198480000000;2.40176360000000;3.02926240000000;3.60655730000000
31.10.1969;0.841394800000001;1.23037390000000;1.41859410000000;0.818504299999998
30.11.1969;1.86898910000000;4.03413980000000;5.06316710000000;5.91407250000000
31.12.1969;3.14001800000000;5.64006860000000;7.41722160000000;8.57884730000000
31.01.1970;3.65525710000000;6.88367850000000;8.60112100000000;9.91196670000000
28.02.1970;3.32665260000000;5.83750760000000;7.13450080000000;8.13213350000000
31.03.1970;3.31371570000000;5.70974710000000;8.21424400000000;9.22736080000000
30.04.1970;2.90969430000000;5.26882310000000;6.52622330000000;7.92829130000000
31.05.1970;3.10703300000000;4.56032030000000;5.69655980000000;7.23160850000001
30.06.1970;1.66380970000000;2.98306890000000;3.28926180000000;4.07393880000000
31.07.1970;1.55321640000000;2.84828160000000;2.90447680000000;2.71214770000001
31.08.1970;2.06095570000000;3.92319760000000;5.56215980000000;6.36525690000000
30.09.1970;1.33704840000000;3.10500960000000;4.37422630000000;5.92533760000000
31.10.1970;2.28366620000000;3.97213270000000;5.55515520000000;6.67431800000000
30.11.1970;0.699005200000000;1.63140460000000;2.30634600000000;2.38660000000000
31.12.1970;1.39866020000000;2.58439140000000;2.97285320000000;3.72625760000000
31.01.1971;0.803217900000000;1.78687670000000;2.19580580000000;2.04144130000000
28.02.1971;0.526059899999998;1.22196600000000;1.12991640000000;1.00605140000000
31.03.1971;-0.400080599999999;-1.26490730000000;-1.82190520000000;-2.31163250000000
30.04.1971;1.25236480000000;2.23463120000000;1.59963870000000;2.68714200000000
31.05.1971;1.31551140000000;2.72351660000000;2.28939430000000;3.84733920000000
30.06.1971;1.37628470000000;3.10650430000000;3.28879320000001;4.47606070000000
31.07.1971;1.55715960000000;3.71380860000000;4.31719250000000;5.03883530000000
31.08.1971;0.332851799999999;0.660119499999996;0.268957900000003;0.448295799999999
30.09.1971;-0.0327547999999993;0.190742099999999;-0.234315700000002;1.79910840000000
31.10.1971;-0.0870364999999991;-0.247850800000000;-0.822907399999998;0.501582200000005
30.11.1971;-0.00109440000000038;-0.207738200000001;-0.204798299999999;0.606747000000000
31.12.1971;-0.197190400000000;-0.997031799999999;-1.49151740000000;-1.00502050000000
31.01.1972;-0.628630100000001;-0.687883500000001;-1.07435810000000;-0.955701499999999
29.02.1972;-1.14067430000000;-1.58007210000000;-2.26527120000000;-2.40679540000000
31.03.1972;-0.809619199999999;-1.20157060000000;-1.58484950000000;-1.47538650000000
30.04.1972;-0.937626000000000;-0.854526300000002;-1.89935460000000;-1.72279640000000
31.05.1972;-1.69438690000000;-1.88502470000000;-2.16674140000000;-2.16153610000000
30.06.1972;-1.89880050000000;-1.91825030000000;-2.33187610000000;-2.41598440000000
31.07.1972;-2.80442850000000;-3.64571530000000;-4.66584620000000;-6.61254640000000
31.08.1972;-2.46045300000000;-2.99530430000000;-2.63804720000000;-3.47127330000000
30.09.1972;-1.76090720000000;-1.39906650000000;-1.43908430000000;-1.73899870000000
31.10.1972;-1.25331420000000;-1.12463270000000;-1.08948350000000;-1.73735560000000
30.11.1972;-1.50158100000000;-1.49619270000000;-1.13879950000000;-1.73537110000000
31.12.1972;-0.764838900000000;-1.02971020000000;-1.16994930000000;-1.32221770000001
31.01.1973;-0.533058199999999;-0.582768200000004;-0.720779700000003;-1.57935220000000
28.02.1973;-0.386132399999998;-0.0455145000000021;0.00920890000000352;-0.639687699999997
31.03.1973;-1.45244300000000;-2.20813370000000;-3.16918370000000;-3.68727360000000
30.04.1973;-2.05332440000000;-2.97711520000000;-4.29999480000000;-5.84107710000000
31.05.1973;-2.04177630000000;-3.14027430000000;-4.65738120000001;-5.44749240000000
30.06.1973;-2.35710400000000;-3.32862540000000;-5.25114730000000;-6.05705810000001
31.07.1973;-1.31588000000000;-1.93590930000000;-2.21364350000000;-3.32258320000000
31.08.1973;-2.73118450000000;-3.80336100000000;-5.15968760000000;-6.44326110000000
30.09.1973;-2.04304920000000;-3.73953970000000;-4.80798310000000;-6.46791650000000
31.10.1973;-1.34379770000000;-2.61311470000000;-3.60242730000000;-5.02211480000001
30.11.1973;-1.36666780000000;-1.99601050000000;-2.96446600000000;-3.69386490000000
31.12.1973;-0.519014500000000;-1.37384220000000;-1.93504940000000;-2.33351820000001
31.01.1974;0.359837300000000;-0.0434247000000010;-0.420684400000001;-1.34747670000000
28.02.1974;0.496881700000000;0.604520699999998;0.496535299999998;-0.174852899999998
31.03.1974;1.04800860000000;1.28115130000000;0.998222600000004;0.0662153000000014
30.04.1974;0.891557799999996;0.235670799999998;0.380352200000001;-0.423518699999999
31.05.1974;1.49674300000000;1.70310410000000;0.939518199999997;1.07865390000000
30.06.1974;0.997491600000000;1.58789850000000;0.951823000000005;2.21916430000000
31.07.1974;0.921852000000001;1.21867230000000;0.867332699999997;1.56142260000001
31.08.1974;0.161615000000001;0.635428100000002;0.371016000000004;0.801248799999996
30.09.1974;0.442702900000001;-0.294820499999998;-0.383218100000000;-0.906299600000007
31.10.1974;1.60302580000000;1.67584880000000;2.09509510000000;2.02953059999999
30.11.1974;0.450210200000001;0.161243799999999;0.0167822000000033;0.0310334000000037
31.12.1974;1.30157520000000;1.37082630000000;0.700166799999999;0.131127499999999
31.01.1975;1.68840060000000;1.80580430000000;0.815519899999999;1.17092290000001
28.02.1975;0.532603900000001;0.497726800000001;0.242165700000004;0.0697641000000031
31.03.1975;1.17990200000000;1.19888580000000;1.90308950000000;1.45875090000000
30.04.1975;2.29540200000000;3.08312200000000;4.16542730000000;4.50663409999999
31.05.1975;0.999849200000002;1.92852060000000;0.917604300000003;0.925194900000000
30.06.1975;1.20294240000000;1.98389880000000;1.58803870000000;1.55605690000000
31.07.1975;1.91310440000000;2.96396890000000;2.88295510000000;3.27863339999999
31.08.1975;1.83488540000000;3.10901340000000;4.01827050000000;4.59410870000000
30.09.1975;2.61401360000000;4.03417180000000;4.96829960000000;5.76125220000000
31.10.1975;2.26517220000000;3.24723130000000;4.32670990000000;5.40829710000000
30.11.1975;2.92141590000000;4.60376380000000;6.15516070000000;8.54910600000000
31.12.1975;2.45641520000000;4.42525760000000;5.44273530000000;7.17967670000000
31.01.1976;1.53677640000000;3.60073030000000;3.56277550000000;4.35284540000000
29.02.1976;1.84373990000000;3.08032440000000;3.46247469999999;3.46653010000000
31.03.1976;2.14785710000000;2.91940970000000;3.77689000000000;3.04351319999999
30.04.1976;1.84076440000000;2.62505650000000;3.18468710000000;3.14268980000001
31.05.1976;1.73313820000000;3.35483710000000;4.48569480000000;4.86657770000000
30.06.1976;1.80497720000000;3.08112270000000;4.83170240000000;4.72397430000000
31.07.1976;1.17761880000000;1.94751830000000;3.16844420000000;3.46024360000000
31.08.1976;0.787162900000000;1.47946390000000;2.25031100000000;3.49055210000000
30.09.1976;0.219781900000001;0.592925400000000;1.18526730000000;1.65511240000000
31.10.1976;-0.290212800000001;-0.723052699999998;-0.652382299999998;-0.371962100000000
30.11.1976;-0.797772300000000;-1.95490820000000;-2.49253000000000;-2.89731240000000
31.12.1976;-0.951606500000001;-1.88166970000000;-2.64474310000000;-3.96833270000000
31.01.1977;-0.500540600000001;-0.710584699999999;-0.784374399999996;-1.88184859999999
28.02.1977;-0.594124100000000;-0.974728599999997;-1.04625900000000;-1.07366560000000
31.03.1977;-0.637754400000000;-1.40730310000000;-1.22024180000000;-2.55987470000000
30.04.1977;-0.771572200000000;-1.72794850000000;-1.73402480000001;-2.23777559999999
31.05.1977;-1.27549960000000;-2.47992180000000;-3.03827310000000;-3.74151740000000
30.06.1977;-1.91915090000000;-3.69471040000000;-4.27896650000001;-6.17964620000001
31.07.1977;-1.42813140000000;-2.97396080000000;-3.62974040000000;-4.53921440000000
31.08.1977;-1.69515340000000;-2.78113910000000;-3.66718260000001;-4.72449170000001
30.09.1977;-1.61502950000000;-2.96009700000000;-3.27328670000000;-5.06427100000000
31.10.1977;-2.27827020000000;-3.69957170000000;-4.99065710000000;-6.51517540000000
30.11.1977;-2.51528630000000;-4.06207970000000;-4.77551670000000;-5.34982250000000
31.12.1977;-2.83280910000000;-4.61423260000000;-5.18097800000000;-5.97440580000000
31.01.1978;-2.27113310000000;-3.56925700000000;-3.54952420000000;-3.93112050000000
28.02.1978;-2.30927760000000;-3.66064809999999;-3.59710699999999;-4.61692400000000
31.03.1978;-1.64979410000000;-3.10445040000000;-2.89439120000000;-4.57342410000001
30.04.1978;-1.89218020000000;-3.21117700000000;-3.43630170000001;-4.74129550000000
31.05.1978;-1.61114660000000;-2.17604030000000;-2.13569660000000;-1.68895169999999
30.06.1978;-0.711484700000000;-0.561590999999996;-0.143622399999995;-0.125560800000002
31.07.1978;-1.07596800000000;-1.32506100000000;-1.47893940000000;-1.32296030000000
31.08.1978;-1.90770190000000;-2.71051939999999;-3.22983269999999;-3.32791500000000
30.09.1978;-2.27594790000000;-3.37239220000000;-3.48936940000000;-3.96887780000000
31.10.1978;-3.65013340000000;-5.50298270000000;-7.04938640000000;-9.11588510000000
30.11.1978;-2.33785150000000;-4.57075680000000;-5.44088810000001;-6.91709820000000
31.12.1978;-2.04906720000000;-3.67770490000000;-4.27825340000000;-5.24294249999999
31.01.1979;-2.67303000000000;-5.26635010000000;-7.31327080000000;-9.05328870000000
28.02.1979;-5.16074450000000;-11.0507650000000;-13.2144199000000;-15.5260531000000
31.03.1979;-5.60368150000000;-10.4097931000000;-12.3536613000000;-14.2745513000000
30.04.1979;-1.02605230000000;-2.60187370000000;-3.76940350000000;-5.13856610000000
31.05.1979;0.214861900000001;-0.693049199999999;-1.61220720000000;-3.32872970000000
30.06.1979;-0.0467538000000012;-0.936345299999999;-2.25548070000000;-3.68241810000000
31.07.1979;-0.302017000000003;-1.67921160000000;-3.99178690000000;-5.41905010000000
31.08.1979;-2.11330600000000;-4.67216020000000;-7.58317979999999;-10.4861220000000
30.09.1979;-2.65747420000000;-5.40979890000000;-8.45693440000000;-10.9258645000000
31.10.1979;-2.18786700000000;-3.75103100000000;-5.93692200000000;-9.61923500000001
30.11.1979;-3.88407500000000;-6.98607599999999;-9.58602300000000;-12.4365925000000
31.12.1979;-2.35305900000000;-5.05751600000000;-6.92341000000000;-9.28840600000000
31.01.1980;-2.79425700000000;-4.37382500000000;-5.60297700000001;-7.87814400000000
29.02.1980;-0.182810999999999;-1.33366400000000;-3.22858700000000;-5.48892400000000
31.03.1980;0.444863999999999;-0.844371999999993;-4.30141900000000;-5.33734600000000
30.04.1980;-4.52930000000000;-7.78554600000000;-12.0656890000000;-15.1615270000000
31.05.1980;-5.40946760000000;-8.88008810000000;-12.0864012000000;-14.8499553000000
30.06.1980;-4.71969350000000;-8.79719170000000;-12.6239501000000;-15.0599820000000
31.07.1980;-5.60936330000000;-9.19319210000000;-14.7332605000000;-16.8871894000000
31.08.1980;-4.52448100000000;-8.58755500000000;-12.6087740000000;-14.5343380000000
30.09.1980;-3.67241100000000;-8.08251199999999;-12.4318140000000;-16.4038490000000
31.10.1980;-1.72744699999999;-4.51689300000000;-5.14795799999999;-9.19900500000000
30.11.1980;0.553360999999997;1.08108800000000;-0.838426000000002;-1.31313800000001
31.12.1980;-1.23114100000000;-3.32977100000001;-5.31770599999999;-6.79122400000000
31.01.1981;-1.89039700000000;-3.56521200000000;-5.34609200000000;-6.98126900000001
28.02.1981;-1.43209800000000;-1.81833800000000;-3.60445299999999;-3.32975500000001
31.03.1981;-1.25084700000000;-1.24494900000000;-1.99785800000000;-4.00563800000000
30.04.1981;0.0695099999999993;0.470189000000003;0.766961999999998;0.841425000000006
31.05.1981;0.515187999999997;0.295295000000001;-0.756134000000008;-2.01268600000001
30.06.1981;-0.179161000000001;-1.23083499999999;-2.95347299999999;-3.43444800000000
31.07.1981;1.78263300000000;3.81949700000001;2.83001000000001;1.92264799999998
31.08.1981;4.23578200000000;7.20020300000000;8.05217800000000;10.6579590000000
30.09.1981;5.62006400000000;9.30487500000000;13.4466150000000;16.4586730000000
31.10.1981;5.15110310000000;8.51354160000000;11.7280570000000;16.3975790000000
30.11.1981;2.24363110000000;6.27570640000000;7.56874700000000;6.88577200000001
31.12.1981;5.11206410000000;8.91691160000000;12.3478362000000;17.3956528000000
31.01.1982;4.62249190000000;8.73181020000000;11.4796290000000;15.0827070000000
28.02.1982;5.20620200000000;9.85579699999999;11.6983125000000;15.1192704000000
31.03.1982;4.52864580000000;8.60407700000000;11.2963020000000;12.8830530000000
30.04.1982;4.90452370000000;8.45944240000000;11.3447162000000;12.5135676000000
31.05.1982;4.06473540000000;7.60557600000001;9.55851500000000;10.3804080000000
30.06.1982;4.64458680000000;8.48496800000000;10.1379150000000;13.9082090000000
31.07.1982;2.86049800000000;5.10286699999999;7.03796200000001;6.63641800000001
31.08.1982;1.76668600000000;3.33091600000000;2.89255100000000;3.11154800000000
30.09.1982;2.07472980000000;2.82039100000000;2.39932900000000;3.45971200000001
31.10.1982;1.00317660000000;1.68006210000000;-0.542143900000006;0.785132099999998
30.11.1982;0.829760300000002;0.282410100000005;1.16804010000000;-0.564622900000002
31.12.1982;0.390880899999997;-0.0719001000000006;-3.12600470000001;-1.27932790000000
31.01.1983;0.627536300000003;0.723512899999999;-0.999291100000001;-0.0174200999999954
28.02.1983;-0.201531900000003;-1.01044050000000;-3.34297640000000;-3.41336600000001
31.03.1983;-0.378164199999997;-1.63879820000000;-3.21654820000001;-4.20583920000000
30.04.1983;-0.900892700000000;-3.14000050000000;-5.05012089999999;-6.70917430000000
31.05.1983;-1.59990760000000;-4.18913159999999;-6.62956660000000;-8.90859860000001
30.06.1983;-1.11379620000000;-3.73661020000000;-6.29391420000000;-8.55364420000000
31.07.1983;-0.350578999999998;-1.62053000000000;-1.59922900000000;-2.19088300000000
31.08.1983;-0.490633000000001;-1.11090900000000;-1.19988600000000;-1.11063500000000
30.09.1983;-0.145830199999999;-1.15200120000000;-2.06617820000001;-1.66981419999999
31.10.1983;0.961297099999998;1.14047110000001;1.23916110000000;1.36169410000000
30.11.1983;1.47117660000000;2.14642760000000;2.35384460000000;1.76173960000000
31.12.1983;2.25404330000000;2.90966680000001;3.74678840000000;3.56504040000000
31.01.1984;2.31376910000000;2.91048840000000;3.93301860000000;4.34987660000000
29.02.1984;1.82235810000000;2.36067410000000;3.11581510000000;2.93031810000000
31.03.1984;2.39535050000000;3.62882600000001;4.96818000000001;5.24673100000000
30.04.1984;3.33548490000000;5.02865259999999;6.88880700000001;7.70390899999999
31.05.1984;5.16406050000000;9.33611720000000;13.0020500000000;16.6714354000000
30.06.1984;5.96507190000000;10.2383710000000;13.2535727000000;16.6401838000000
31.07.1984;4.60373750000000;7.47658100000000;9.67704620000000;11.1521620000000
31.08.1984;4.34212010000000;7.33371880000000;10.1301630000000;11.5588810000000
30.09.1984;4.39231170000000;7.28051340000001;9.86259980000000;11.0687214000000
31.10.1984;3.66471550000000;5.77631540000000;8.09129430000000;8.93351380000000
30.11.1984;2.94214970000000;5.90902800000001;8.70608390000000;9.29844560000001
31.12.1984;3.03182570000000;6.37421910000000;9.88365950000000;12.0327941000000
31.01.1985;2.95818910000000;5.74846950000000;8.71471650000000;10.3584749000000
28.02.1985;3.69024690000000;7.30280140000000;12.0398685000000;15.3998872000000
31.03.1985;4.09031350000000;8.65076250000000;13.7113966000000;17.0103379000000
30.04.1985;4.18935670000000;8.02018430000000;12.2984229000000;16.2592527000000
31.05.1985;2.66711290000000;4.91311250000000;7.78154770000000;9.07187260000000
30.06.1985;3.07848790000000;6.29367580000000;9.34220980000000;11.2251305000000
31.07.1985;3.55222940000000;7.07116370000000;10.7421348000000;12.9903859000000
